date,S1_VV_CURR,S1_VH_CURR,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_CURR,S1_VH_VV_DIFF,S1_VH_VV_BASE,S1_VH_STD,image_count
2025-06-03,0.07343324247642474,0.013848076844686997,-0.5167742137268831,1.190693084873594,0.18858048994817067,0.06130346072501336,0.1272770292231573,1.9595711802836377,1
2025-06-13,0.12674745270172433,0.02166824741564546,-0.17023817483631376,-0.8032016145741636,0.17095607804156426,-0.026823246775306342,0.1977793248168706,1.3847965022641195,5
2025-06-23,0.025893229119642546,0.016785192862340755,-2.4230387305786607,-1.2820434603462871,0.6482464116307357,0.149774611232883,0.4984718003978527,0.6623828530678456,6
2025-07-03,0.0514200776191595,0.009279562883985813,-0.5497846743041812,0.4691824770523283,0.1804657502214306,0.037741399453751434,0.14272435076767917,1.6721000423388301,4
2025-07-13,0.07134624718284824,0.003965281528388926,0.7072777654770661,-1.2832708860925592,0.05557799723125712,-0.03231570497605816,0.08789370220731528,1.0036081584213494,5
2025-07-23,0.026526404345307397,0.008645827613167598,-3.1131150570780335,-2.7769503007809604,0.32593288938148424,0.024277067833017252,0.301655821548467,0.5690045042992575,7
2025-08-02,0.10383651143188649,0.032177543597130355,0.35069143852604334,0.22828989236790953,0.3098866010944312,-0.008858084978557779,0.318744686072989,0.7452797249424143,2
2025-08-12,0.09843235920408101,0.02057296386302719,0.09125109681589905,0.9356251015918531,0.20900610357588822,0.036929601813084606,0.17207650176280362,1.7478472196777457,4
2025-08-22,0.0886108947792446,0.022402561353135984,0.06512195885978223,-0.4556569608583594,0.25281949142876,-0.03220911230198875,0.28502860373074873,1.9332628197022936,3
2025-09-01,0.05518285396107956,0.02431693180163944,0.49306426375554757,0.12390760457019567,0.4406610034847085,-0.03909485306022015,0.47975585654492864,1.7406265246261508,5
2025-09-11,0.020401376781561602,0.011976853756267686,-2.7917600302714423,-1.2556307717755253,0.5870610539918145,0.17489678069538933,0.4121642732964252,1.7457867950016328,4
2025-09-21,0.09069462157705956,0.006487405761798274,0.006896162259668159,0.3952629441624076,0.07153021479103022,0.006118904177957241,0.06541131061307298,1.9907558559674605,3
2025-10-01,0.06135235731532916,0.02763852019286795,-1.0286778321047656,-0.35558491293245353,0.45048831703101233,0.06467764152208277,0.38581067550892956,1.368023722380923,6
