date,S1_VV_CURR,S1_VH_CURR,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_CURR,S1_VH_VV_DIFF,S1_VH_VV_BASE,S1_VH_STD,image_count
2025-06-02,0.04240118934063795,0.013535615456490646,-0.8470582247474283,-0.2682271620282677,0.3192272591164773,0.039833395873595856,0.27939386324288146,1.555596097551655,3
2025-06-12,0.06793566417828961,0.02148555800093857,0.9209713396724446,0.3249705281122317,0.31626330971832567,-0.046521331611031,0.36278464132935667,1.6618003730849962,6
2025-06-22,0.06358270611865968,0.023919775186362763,0.48324115839927373,-0.8861219701965961,0.37619938889865845,-0.13944987082344373,0.5156492597221022,1.4700440368017924,2
2025-07-02,0.06702538644942614,0.016629456343213347,0.1195280458440422,-0.13317635743706902,0.2481068327112305,-0.014864958759877672,0.26297179147110816,0.7542395914381776,7
2025-07-12,0.04442216823142905,0.01594349975092241,-0.19152105293542832,-1.2920854881900539,0.3589086347127526,-0.10351534855428313,0.4624239832670357,0.8426321737116534,5
2025-07-22,0.06690898939589288,0.013759147283337306,-0.37575990308866736,-0.3713918567258041,0.20563974149909808,0.00020672433012922098,0.20543301716896886,1.812310302751086,6
2025-08-01,0.05144691553501402,0.008842429018176235,-0.17805707696809314,-0.09476790986166606,0.17187481360584594,0.0032648155117180055,0.16860999809412794,1.9625655097998083,7
2025-08-11,0.03084576232705029,0.013718922844380603,0.4329779467003121,-0.4047310068271699,0.4447587548306352,-0.09462194327352991,0.5393806981041651,0.5334751542661818,1
2025-08-21,0.03910115181429893,0.024766415055133197,-0.23585079278569587,-0.3669206940789955,0.6333934911369119,-0.019407171074910856,0.6528006622118228,0.9533497531238738,1
2025-08-31,0.04195690299894483,0.017968462250358492,-1.1645485180994406,-0.4372924500142261,0.4282599754993923,0.06603208973355251,0.3622278857658398,1.3075721759514658,2
2025-09-10,0.07050747159022615,0.032565685293353144,0.2520071023307455,0.4575280819718941,0.4618756645057096,0.021348207004582453,0.44052745750112715,1.2873503721316597,5
2025-09-20,0.031479429738385696,0.026819482589624733,-0.2817463859523528,-0.03535764915535111,0.8519685017330961,0.04698929003625474,0.8049792116968414,1.6621942905060485,4
2025-09-30,0.08131381883732147,0.04423117693802436,-0.1756108878403424,1.1683857170287357,0.5439564586987901,0.14478040785739466,0.3991760508413954,1.8744015896901305,5
