date,S1_VV_CURR,S1_VH_CURR,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_CURR,S1_VH_VV_DIFF,S1_VH_VV_BASE,S1_VH_STD,image_count
2025-06-03,0.046011474211816825,0.006280066203238236,-1.8826479602106865,-1.4205296841358503,0.13648913256566267,0.01377735531998929,0.12271177724567338,1.6520751144895722,2
2025-06-13,0.04104298378275581,0.011170094585392872,-0.5857330684163209,-0.28575877235374847,0.27215600709044896,0.018163739723985495,0.25399226736646346,1.409035446153427,2
2025-06-23,0.10778029811211887,0.009261626188540602,0.6667845876742824,0.29769330346658407,0.08593060467235078,-0.00762223969117283,0.09355284436352361,0.8982683894485544,2
2025-07-03,0.057978187511819206,0.012495675567498653,-4.750144515263568,-1.2927434253028558,0.21552373580066356,0.11830387445930354,0.09721986134136001,1.2526540345246575,4
2025-07-13,0.03462938242284587,0.03735799565372643,-0.25267272600257407,0.4685103340587027,1.0787947413431327,0.16505920652607697,0.9137355348170557,1.1106012447601759,5
2025-07-23,0.057888387095645324,0.011110920131677143,0.014891383328814456,0.5671458477815392,0.19193694433599043,0.022918877522298903,0.16901806681369153,1.2545858571765396,5
2025-08-02,0.06854600017239586,0.028306537514880124,0.9255749514472136,-0.2847208364350493,0.4129568092038643,-0.13271838330891977,0.5456751925127841,0.7428098284363545,4
2025-08-12,0.09157764291873963,0.014926596486761184,-0.508630222209911,0.8463649043946937,0.16299389251595095,0.04368527351764874,0.11930861899830221,0.9130028895757274,4
2025-08-22,0.025109670730416665,0.00718017131024042,-2.1320621918179885,-2.4751927093269366,0.2859524279441347,-0.02350922442815362,0.30946165237228834,1.9623191587466384,7
2025-09-01,0.06756741080288371,0.022723068465391707,0.1064695741412347,1.5025331087326776,0.3363021935483416,0.0924518641554061,0.24385032939293552,1.5139633568548623,4
2025-09-11,0.10562882201696613,0.014431011018944059,0.8345480312136857,-0.03626884751929538,0.13662001282780703,-0.030333672329917488,0.16695368515772452,1.785150539852086,2
2025-09-21,0.016327971149813526,0.007064203179761766,-4.746328788915493,-2.0478610251811844,0.4326442712904011,0.20021855333448146,0.23242571795591965,1.7760616427734102,6
2025-10-01,0.06710028535420735,0.017769791765103116,-0.11448148148658888,1.6129391266930675,0.26482438444636075,0.08690801382322225,0.1779163706231385,1.7262540671754278,6
