date,S1_VV_CURR,S1_VH_CURR,S1_VV_LOGRATIO_DB,S1_VH_LOGRATIO_DB,S1_VH_VV_CURR,S1_VH_VV_DIFF,S1_VH_VV_BASE,S1_VH_STD,image_count
2025-06-03,0.03399786035066983,0.014597093678792706,-2.1257564019180375,-1.5350616187766697,0.4293533042441923,0.05460012042538431,0.374753183818808,1.8743701196840332,2
2025-06-13,0.07015852332566014,0.005900559319344408,1.1770194217768015,-1.0263064038878795,0.08410324276574828,-0.0555803264829325,0.13968356924868078,1.015461903512057,4
2025-06-23,0.0578771537888693,0.021684103660926903,-0.9849322635959297,0.6814963069734787,0.37465739486825117,0.1193922889487613,0.25526510591948987,0.6318640886192773,1
2025-07-03,0.07673953172137539,0.021151362173186625,0.21439078940927203,0.41005070705477564,0.2756253745459724,0.012142007155741819,0.2634833673902306,1.0366277258500642,5
2025-07-13,0.03906581638447619,0.025691289602233092,-0.18445412138136952,0.1926962824553815,0.6576411804475226,0.05470137033845779,0.6029398101090648,1.0337063267495026,6
2025-07-23,0.09324730884334291,0.025706133075781512,0.20454395729186636,-0.08796925014198997,0.27567694333107523,-0.019207434533538792,0.294884377864614,1.08435126880645,1
2025-08-02,0.08120757463716222,0.020110438641599716,0.03974696316701909,-0.9052488681928708,0.2476423995108059,-0.0601972717353495,0.3078396712461554,1.760809070808366,7
2025-08-12,0.05318253693207937,0.009832795199316981,-0.16381957127496527,0.06931183348284975,0.18488766739117143,0.009663178127849087,0.17522448926332235,0.8473756097456566,7
2025-08-22,0.02710253910794383,0.011734966016503305,-2.931334740077814,-1.0717855982966604,0.4329840082423773,0.15081004222629307,0.28217396601608424,0.96107127240703,4
2025-09-01,0.0798386649277021,0.014757237657434702,-0.05013976902940165,0.33267783076345125,0.18483823183664352,0.01559549277854061,0.16924273905810291,1.6036882182487182,5
2025-09-11,0.01771856614592143,0.011453544383806849,-3.916759131535713,-2.914230665577918,0.6464148560036443,0.13324813759767096,0.5131667184059734,0.8135457545869105,2
2025-09-21,0.05061384573635219,0.009189348397996169,0.06772538747821422,0.04120743643124669,0.18155799592592778,-0.0011119816120623294,0.1826699775379901,1.31830488139371,3
2025-10-01,0.0806617807308864,0.005400251738590731,0.9423039667075432,0.26803906457981697,0.06694932457055101,-0.011244542225525192,0.0781938667960762,1.1855168955673387,1
